 | 203  | Delibird           |  0.26663% | 508    |  0.267% | 416    |  0.275% | 
 | 204  | Dustox             |  0.24196% | 461    |  0.242% | 361    |  0.239% | 
 | 205  | Simisage           |  0.23777% | 453    |  0.238% | 345    |  0.228% | 
 | 206  | Chimecho           |  0.23357% | 445    |  0.234% | 319    |  0.211% | 
 | 207  | Illumise           |  0.23304% | 444    |  0.233% | 377    |  0.250% | 
 | 208  | Lampent            |  0.20260% | 386    |  0.203% | 335    |  0.222% | 
 | 209  | Clefairy           |  0.20155% | 384    |  0.202% | 291    |  0.193% | 
 | 210  | Seaking            |  0.19997% | 381    |  0.200% | 290    |  0.192% | 
 | 211  | Duosion            |  0.19840% | 378    |  0.198% | 303    |  0.201% | 
 | 212  | Stantler           |  0.19473% | 371    |  0.195% | 305    |  0.202% | 
 | 213  | Gourgeist          |  0.19210% | 366    |  0.192% | 306    |  0.203% | 
 | 214  | Beautifly          |  0.18895% | 360    |  0.189% | 250    |  0.166% | 
 | 215  | Klang              |  0.18633% | 355    |  0.186% | 278    |  0.184% | 
 | 216  | Nosepass           |  0.18580% | 354    |  0.186% | 308    |  0.204% | 
 | 217  | Gabite             |  0.18580% | 354    |  0.186% | 287    |  0.190% | 
 | 218  | Lunatone           |  0.17950% | 342    |  0.180% | 262    |  0.173% | 
 | 219  | Carnivine          |  0.17426% | 332    |  0.174% | 256    |  0.169% | 
 | 220  | Farfetch'd         |  0.17373% | 331    |  0.174% | 222    |  0.147% | 
 | 221  | Phione             |  0.17373% | 331    |  0.174% | 252    |  0.167% | 
 | 222  | Quilladin          |  0.17373% | 331    |  0.174% | 291    |  0.193% | 
 | 223  | Shelgon            |  0.17268% | 329    |  0.173% | 252    |  0.167% | 
 | 224  | Whirlipede         |  0.17111% | 326    |  0.171% | 281    |  0.186% | 
 | 225  | Lairon             |  0.17058% | 325    |  0.171% | 272    |  0.180% | 
 | 226  | Clamperl           |  0.16796% | 320    |  0.168% | 255    |  0.169% | 
 | 227  | Tentacool          |  0.16428% | 313    |  0.164% | 259    |  0.171% | 
 | 228  | Castform           |  0.16166% | 308    |  0.162% | 250    |  0.166% | 
 | 229  | Bayleef            |  0.15851% | 302    |  0.159% | 232    |  0.154% | 
 | 230  | Floette            |  0.15169% | 289    |  0.152% | 203    |  0.134% | 
 | 231  | Servine            |  0.14539% | 277    |  0.145% | 217    |  0.144% | 
 | 232  | Sunflora           |  0.14224% | 271    |  0.142% | 206    |  0.136% | 
 | 233  | Ledian             |  0.14014% | 267    |  0.140% | 213    |  0.141% | 
 | 234  | Mothim             |  0.13857% | 264    |  0.139% | 202    |  0.134% | 
 | 235  | Plusle             |  0.13752% | 262    |  0.138% | 187    |  0.124% | 
 | 236  | Braixen            |  0.13227% | 252    |  0.132% | 216    |  0.143% | 
 | 237  | Porygon            |  0.12702% | 242    |  0.127% | 180    |  0.119% | 
 | 238  | Munchlax           |  0.11600% | 221    |  0.116% | 173    |  0.115% | 
 | 239  | Seadra             |  0.11337% | 216    |  0.113% | 172    |  0.114% | 
 | 240  | Pupitar            |  0.11337% | 216    |  0.113% | 180    |  0.119% | 
 | 241  | Minun              |  0.11285% | 215    |  0.113% | 168    |  0.111% | 
 | 242  | Onix               |  0.10970% | 209    |  0.110% | 182    |  0.120% | 
 | 243  | Aron               |  0.10917% | 208    |  0.109% | 175    |  0.116% | 
 | 244  | Krokorok           |  0.10392% | 198    |  0.104% | 163    |  0.108% | 
 | 245  | Ivysaur            |  0.10287% | 196    |  0.103% | 148    |  0.098% | 
 | 246  | Gourgeist-Large    |  0.10235% | 195    |  0.102% | 165    |  0.109% | 
 | 247  | Meditite           |  0.10025% | 191    |  0.100% | 144    |  0.095% | 
 | 248  | Marshtomp          |  0.09448% | 180    |  0.094% | 150    |  0.099% | 
 | 249  | Riolu              |  0.09395% | 179    |  0.094% | 139    |  0.092% | 
 | 250  | Pignite            |  0.09133% | 174    |  0.091% | 147    |  0.097% | 
 | 251  | Marill             |  0.09133% | 174    |  0.091% | 138    |  0.091% | 
 | 252  | Cherrim            |  0.08870% | 169    |  0.089% | 134    |  0.089% | 
 | 253  | Swadloon           |  0.08818% | 168    |  0.088% | 148    |  0.098% | 
 | 254  | Numel              |  0.08555% | 163    |  0.086% | 143    |  0.095% | 
 | 255  | Yamask             |  0.07873% | 150    |  0.079% | 129    |  0.085% | 
 | 256  | Cottonee           |  0.07716% | 147    |  0.077% | 134    |  0.089% | 
 | 257  | Yanma              |  0.07243% | 138    |  0.072% | 104    |  0.069% | 
 | 258  | Rattata            |  0.07243% | 138    |  0.072% | 106    |  0.070% | 
 | 259  | Carvanha           |  0.07086% | 135    |  0.071% | 106    |  0.070% | 
 | 260  | Charmeleon         |  0.06928% | 132    |  0.069% | 91     |  0.060% | 
 | 261  | Vibrava            |  0.06823% | 130    |  0.068% | 105    |  0.070% | 
